gvkey	gvkey_old	conm	tic	cusip	cik	sic	naics	LINKPRIM	LIID	LINKTYPE	LPERMNO	LPERMCO	LINKDT	LINKENDDT	ticker
155393	155393	WHITING PETROLEUM CORP	WLL	966387508	1255474	1311	211120.0	P	05	LC	89901	44613	2020-09-02	2022-07-29	wllbw
155393	155393	WHITING PETROLEUM CORP	WLL	966387508	1255474	1311	211120.0	C	01	LC	89901	44613	2020-09-01	2020-09-01	wllaw
155393	155393	WHITING PETROLEUM CORP	WLL	966387508	1255474	1311	211120.0	C	01	LC	89901	44613	2020-09-01	2020-09-01	wllbw
155393	155393	WHITING PETROLEUM CORP	WLL	966387508	1255474	1311	211120.0	P	01	LC	89901	44613	2003-11-20	2020-08-31	wllaw
155393	155393	WHITING PETROLEUM CORP	WLL	966387508	1255474	1311	211120.0	P	01	LC	89901	44613	2003-11-20	2020-08-31	wllbw
155394	155394	LKQ CORP	LKQ	501889208	1065696	5010	423140.0	P	02	LC	89866	44497	2003-10-03	E	lkq
155458	155458	GRANITE REAL ESTATE INVEST	GRP.U	387437205	1564538	6798	531120.0	P	01	LC	89812	44276	2003-09-02	E	grp-un
155616	155616	CINEVERSE CORP	CNVS	172406308	1173204	7822	512120.0	P	01	LC	89889	44600	2003-11-10	E	cidm
155754	155754	ASHFORD HOSPITALITY TRUST	AHT	044103794	1232582	6798	531120.0	P	01	LC	89803	44265	2003-08-26	E	aht
155754	155754	ASHFORD HOSPITALITY TRUST	AHT	044103794	1232582	6798	531120.0	P	01	LC	89803	44265	2003-08-26	E	aht-pd
155754	155754	ASHFORD HOSPITALITY TRUST	AHT	044103794	1232582	6798	531120.0	P	01	LC	89803	44265	2003-08-26	E	aht-ph
155754	155754	ASHFORD HOSPITALITY TRUST	AHT	044103794	1232582	6798	531120.0	P	01	LC	89803	44265	2003-08-26	E	aht-pf
155754	155754	ASHFORD HOSPITALITY TRUST	AHT	044103794	1232582	6798	531120.0	P	01	LC	89803	44265	2003-08-26	E	aht-pg
155754	155754	ASHFORD HOSPITALITY TRUST	AHT	044103794	1232582	6798	531120.0	P	01	LC	89803	44265	2003-08-26	E	aht-pi
155894	155894	OMNIQ CORP	OMQS	68217M107	278165	7370	54151.0	P	01	LC	21950	58738	2021-09-02	E	omqs
156153	156153	ADEIA INC	ADEA	00676P107	1803696	7372	513210.0	P	01	LC	89922	44631	2003-11-13	E	xper
156155	156155	TD SYNNEX CORPORATION	SNX	87162W100	1177394	5045	423430.0	P	01	LC	89900	44612	2003-11-25	E	snx
156157	156157	MARLIN BUSINESS SERVICES INC	MRLN	571157106	1260968	6172	522220.0	P	01	LC	89913	44623	2003-11-12	2022-01-31	
156383	156383	AMERICAN NATIONAL GROUP INC	AEL	025676206	1039828	6311	524113.0	P	01	LC	89946	44699	2003-12-04	2024-05-31	ael
156383	156383	AMERICAN NATIONAL GROUP INC	AEL	025676206	1039828	6311	524113.0	P	01	LC	89946	44699	2003-12-04	2024-05-31	ael-pa
156383	156383	AMERICAN NATIONAL GROUP INC	AEL	025676206	1039828	6311	524113.0	P	01	LC	89946	44699	2003-12-04	2024-05-31	ael-pb
156384	156384	GLOBAL INDEMNITY GROUP LLC	GBLI	37959R103	1494904	6331	524126.0	P	01	LC	89942	44696	2003-12-16	E	gbli
156578	156578	ARQ INC	ARQ	00770C101	1515156	2890	325998.0	P	01	LC	90400	45708	2016-07-07	E	ades
156578	156578	ARQ INC	ARQ	00770C101	1515156	2890	325998.0	P	01	LC	90400	45708	2004-10-14	2015-02-02	ades
156614	156614	CONN'S INC	CONNQ	208242107	1223389	5731	449210.0	P	01	LC	89908	44619	2003-11-25	E	conn
156617	156617	ACORDA THERAPEUTICS INC	ACORQ	00484M700	1008848	2836	325414.0	P	01	LC	91086	50290	2006-02-10	2024-08-30	acor
156633	156633	UNIVERSAL TECHNICAL INST	UTI	913915104	1261654	8200	611699.0	P	01	LC	89973	44727	2003-12-17	E	uti
156676	156676	TALEN ENERGY CORP -OLD	TLN.2	87422J105	0	4911	2211.0	P	01	LC	15335	55246	2015-06-02	2016-12-05	
156861	156861	SOMNIGROUP INTERNATIONAL INC	SGI	88023U101	1206264	2510	337910.0	P	01	LC	89971	44726	2003-12-18	E	tpx
156953	156953	HILLTOP HOLDINGS INC	HTH	432748101	1265131	6199	522110.0	P	01	LC	90037	44892	2004-02-12	E	hth
157057	157057	ASSURANT INC	AIZ	04621X108	1267238	6351	524126.0	P	01	LC	90038	44893	2004-02-05	E	aiz
157057	157057	ASSURANT INC	AIZ	04621X108	1267238	6351	524126.0	P	01	LC	90038	44893	2004-02-05	E	aizn
157153	157153	COMPASS MINERALS INTL INC	CMP	20451N101	1227654	1400	212390.0	P	01	LC	89952	44705	2003-12-12	E	cmp
157353	157353	ASPEN INSURANCE HOLDINGS LTD	AHL	G05384105	1267395	6331	524130.0	P	01	LC	89977	44731	2003-12-04	2019-02-28	ahl-pc
157353	157353	ASPEN INSURANCE HOLDINGS LTD	AHL	G05384105	1267395	6331	524130.0	P	01	LC	89977	44731	2003-12-04	2019-02-28	ahl-pd
157353	157353	ASPEN INSURANCE HOLDINGS LTD	AHL	G05384105	1267395	6331	524130.0	P	01	LC	89977	44731	2003-12-04	2019-02-28	ahl-pe
157373	157373	VISTRA CORP	VST	92840M102	1692819	4911	2211.0	P	02	LC	16736	55954	2017-05-10	E	vst
157413	157413	TRIP COM GROUP LTD	TCOM	89677Q107	1269238	4700	561510.0	P	90	LC	89927	44683	2003-12-09	E	tcom
157413	157413	TRIP COM GROUP LTD	TCOM	89677Q107	1269238	4700	561510.0	P	90	LC	89927	44683	2003-12-09	E	trpcf
157452	157452	OXFORD SQUARE CAPITAL CORP	OXSQ	69181V107	1259429	6797	523910.0	P	01	LC	89921	44630	2003-11-21	E	oxsq
157452	157452	OXFORD SQUARE CAPITAL CORP	OXSQ	69181V107	1259429	6797	523910.0	P	01	LC	89921	44630	2003-11-21	E	oxsql
157452	157452	OXFORD SQUARE CAPITAL CORP	OXSQ	69181V107	1259429	6797	523910.0	P	01	LC	89921	44630	2003-11-21	E	oxsqz
157452	157452	OXFORD SQUARE CAPITAL CORP	OXSQ	69181V107	1259429	6797	523910.0	P	01	LC	89921	44630	2003-11-21	E	oxsqg
157679	157679	SPIRIT REALTY CAPITAL INC	SRC	84860W300	1308606	6798	531120.0	P	02	LC	90514	46033	2004-12-16	2007-08-01	src
157679	157679	SPIRIT REALTY CAPITAL INC	SRC	84860W300	1308606	6798	531120.0	P	02	LC	90514	46033	2004-12-16	2007-08-01	src-pa
157679	157679	SPIRIT REALTY CAPITAL INC	SRC	84860W300	1308606	6798	531120.0	P	03	LC	14039	54472	2013-07-18	2024-01-31	src
157679	157679	SPIRIT REALTY CAPITAL INC	SRC	84860W300	1308606	6798	531120.0	P	03	LC	14039	54472	2013-07-18	2024-01-31	src-pa
157679	157679	SPIRIT REALTY CAPITAL INC	SRC	84860W300	1308606	6798	531120.0	P	03	LC	13580	54181	2012-09-21	2013-07-17	src
157679	157679	SPIRIT REALTY CAPITAL INC	SRC	84860W300	1308606	6798	531120.0	P	03	LC	13580	54181	2012-09-21	2013-07-17	src-pa
157755	157755	MARCHEX INC	MCHX	56624R108	1224133	7389	541890.0	P	01	LC	90088	44998	2004-03-31	E	mchx
157855	157855	SALESFORCE INC	CRM	79466L302	1108524	7372	513210.0	P	01	LC	90215	45288	2004-06-23	E	crm
157862	157862	INTERSECTIONS INC	INTX	460981301	1095277	7323	561450.0	P	02	LC	90129	45085	2004-04-30	2019-01-31	
157865	157865	MEI PHARMA INC	MEIP	55279B301	1262104	2834	325412.0	P	01	LC	89935	44689	2003-12-18	E	meip
157875	157875	VILLAGE FARMS INTL INC	VFF	92707Y108	1584549	100	111219.0	C	01	LC	18416	56659	2019-02-21	E	vff
157955	157955	ASSURED GUARANTY LTD	AGO	G0585R106	1273813	6351	524126.0	P	01	LC	90120	45077	2004-04-23	E	ago
158053	158053	NEW YORK MORTGAGE TRUST INC	NYMT	649604840	1273685	6798	525990.0	P	01	LC	90214	45287	2008-06-05	E	nymt
158053	158053	NEW YORK MORTGAGE TRUST INC	NYMT	649604840	1273685	6798	525990.0	P	01	LC	90214	45287	2008-06-05	E	nymtn
158053	158053	NEW YORK MORTGAGE TRUST INC	NYMT	649604840	1273685	6798	525990.0	P	01	LC	90214	45287	2008-06-05	E	nymtz
158053	158053	NEW YORK MORTGAGE TRUST INC	NYMT	649604840	1273685	6798	525990.0	P	01	LC	90214	45287	2008-06-05	E	nymtl
158053	158053	NEW YORK MORTGAGE TRUST INC	NYMT	649604840	1273685	6798	525990.0	P	01	LC	90214	45287	2008-06-05	E	nymtm
158053	158053	NEW YORK MORTGAGE TRUST INC	NYMT	649604840	1273685	6798	525990.0	P	01	LC	90214	45287	2004-06-24	2007-09-10	nymt
158053	158053	NEW YORK MORTGAGE TRUST INC	NYMT	649604840	1273685	6798	525990.0	P	01	LC	90214	45287	2004-06-24	2007-09-10	nymtn
158053	158053	NEW YORK MORTGAGE TRUST INC	NYMT	649604840	1273685	6798	525990.0	P	01	LC	90214	45287	2004-06-24	2007-09-10	nymtz
158053	158053	NEW YORK MORTGAGE TRUST INC	NYMT	649604840	1273685	6798	525990.0	P	01	LC	90214	45287	2004-06-24	2007-09-10	nymtl
158053	158053	NEW YORK MORTGAGE TRUST INC	NYMT	649604840	1273685	6798	525990.0	P	01	LC	90214	45287	2004-06-24	2007-09-10	nymtm
158055	158055	DYADIC INTERNATIONAL INC	DYAI	26745T101	1213809	2836	325414.0	C	01	LC	90682	46671	2019-04-17	E	dyai
158055	158055	DYADIC INTERNATIONAL INC	DYAI	26745T101	1213809	2836	325414.0	C	01	LC	90682	46671	2005-05-26	2007-04-23	dyai
158354	158354	GENWORTH FINANCIAL INC	GNW	37247D106	1276520	6311	524113.0	P	01	LC	90162	45174	2004-05-25	E	gnw
158473	158473	SYNIVERSE HOLDINGS INC-OLD	SVR.1	87163F106	1169264	7373	541512.0	P	01	LC	90565	46163	2005-02-10	2011-01-12	
158563	158563	CYTOKINETICS INC	CYTK	23282W605	1061983	2834	325412.0	P	01	LC	90126	45082	2004-04-29	E	cytk
158587	158587	BANCORP INC	TBBK	05969A105	1295401	6020	522110.0	P	01	LC	90490	44891	2004-12-23	E	tbbk
158587	158587	BANCORP INC	TBBK	05969A105	1295401	6020	522110.0	P	01	LC	90036	44891	2004-02-03	2004-12-22	tbbk
158737	158737	SP PLUS CORP	SP	78469C103	1059262	7500	812930.0	P	01	LC	90194	45203	2004-05-27	2024-05-31	sp
158737	158737	SP PLUS CORP	SP	78469C103	1059262	7500	812930.0	P	01	LC	90194	45203	2004-05-27	2024-05-31	crlkp
158741	158741	SEMICONDUCTOR MFG INTL CORP	SMICY	81663N206	1267482	3674	334413.0	P	90	LC	90076	44987	2004-03-17	2021-01-29	
158742	158742	MARKETAXESS HOLDINGS INC	MKTX	57060D108	1278021	6200	523210.0	P	01	LC	90454	45878	2004-11-05	E	mktx
158743	158743	B&G FOODS INC	BGS	05508R106	1278027	2000	311.0	P	01	LC	91977	45679	2007-05-23	E	bgs
160173	160173	ARBOR REALTY TRUST INC	ABR	038923108	1253986	6798	525990.0	P	01	LC	90102	45059	2004-04-07	E	abr
160173	160173	ARBOR REALTY TRUST INC	ABR	038923108	1253986	6798	525990.0	P	01	LC	90102	45059	2004-04-07	E	abr-pd
160173	160173	ARBOR REALTY TRUST INC	ABR	038923108	1253986	6798	525990.0	P	01	LC	90102	45059	2004-04-07	E	abr-pe
160173	160173	ARBOR REALTY TRUST INC	ABR	038923108	1253986	6798	525990.0	P	01	LC	90102	45059	2004-04-07	E	abr-pf
160207	160207	STONEMOR INC	STON	86184W106	1753886	6531	812220.0	P	01	LC	90366	45566	2004-09-15	2022-11-30	ston
160211	160211	DOMINO'S PIZZA INC	DPZ	25754A201	1286681	5812	722513.0	P	02	LC	90248	45379	2004-07-13	E	dpz
160213	160213	GSI TECHNOLOGY INC	GSIT	36241U106	1126741	3674	334413.0	P	01	LC	91901	51993	2007-03-29	E	gsit
160225	160225	MASTERCARD INC	MA	57636Q104	1141391	7389	522320.0	P	01	LC	91233	50700	2006-05-25	E	ma
160233	160233	PROSPECT CAPITAL CORP	PSEC	74348T102	1287032	6797	523910.0	P	01	LC	90291	45430	2004-07-27	E	psec
160233	160233	PROSPECT CAPITAL CORP	PSEC	74348T102	1287032	6797	523910.0	P	01	LC	90291	45430	2004-07-27	E	psec-pa
160282	160282	XERIUM TECHNOLOGIES INC	XRM	98416J118	1287151	3550	333243.0	P	02	LC	90700	46686	2010-05-26	2018-10-31	
160282	160282	XERIUM TECHNOLOGIES INC	XRM	98416J118	1287151	3550	333243.0	C	01	LC	90700	46686	2010-05-01	2010-05-25	
160282	160282	XERIUM TECHNOLOGIES INC	XRM	98416J118	1287151	3550	333243.0	P	01	LC	90700	46686	2005-05-16	2010-04-30	
160329	160329	ALPHABET INC	GOOGL	02079K305	1652044	7370	518210.0	P	01	LC	90319	45483	2004-08-19	E	googl
160329	160329	ALPHABET INC	GOOGL	02079K305	1652044	7370	518210.0	P	01	LC	90319	45483	2004-08-19	E	goog
160329	160329	ALPHABET INC	GOOGL	02079K305	1652044	7370	518210.0	J	03	LC	14542	45483	2014-04-03	E	googl
160329	160329	ALPHABET INC	GOOGL	02079K305	1652044	7370	518210.0	J	03	LC	14542	45483	2014-04-03	E	goog
160340	160340	MANNKIND CORP	MNKD	56400P706	899460	2836	325414.0	P	01	LC	90285	45425	2004-07-28	E	mnkd
160341	160341	W&T OFFSHORE INC	WTI	92922P106	1288403	1311	211120.0	P	01	LC	90533	46102	2005-01-28	E	wti
160375	160375	STEREOTAXIS INC	STXS	85916J409	1289340	3845	334510.0	P	01	LC	90325	45488	2019-09-06	E	stxs
160375	160375	STEREOTAXIS INC	STXS	85916J409	1289340	3845	334510.0	P	01	LC	90325	45488	2004-08-12	2016-07-29	stxs
160376	160376	TEXAS ROADHOUSE INC	TXRH	882681109	1289460	5812	722511.0	P	01	LC	90427	45732	2004-10-05	E	txrh
160378	160378	GRAMERCY PROPERTY TRUST	GPT	385002308	1297587	6798	531120.0	P	01	LC	90252	45383	2004-07-28	2015-12-17	
160378	160378	GRAMERCY PROPERTY TRUST	GPT	385002308	1297587	6798	531120.0	P	01	LC	13889	54387	2015-12-18	2018-10-31	
160381	160381	CENCOSUD SA	CNCOY	15132H101	1544856	5411	445110.0	P	91	LC	13425	54101	2012-06-22	2017-06-30	
160479	160479	EXTRA SPACE STORAGE INC	EXR	30225T102	1289490	6798	531130.0	P	01	LC	90305	45469	2004-08-12	E	exr
160488	160488	NEUROMETRIX INC	NURO	641255880	1289850	3841	339112.0	P	01	LC	90288	45428	2004-07-22	E	nuro
160541	160541	HERCULES CAPITAL INC	HTGC	427096508	1280784	6797	523910.0	P	01	LC	90731	46855	2005-06-09	E	htgc
160541	160541	HERCULES CAPITAL INC	HTGC	427096508	1280784	6797	523910.0	P	01	LC	90731	46855	2005-06-09	E	hcxy
160549	160549	LIBERTY GLOBAL LTD	LBTYK	G61188127	1570585	4841	517111.0	P	05	LC	90866	45301	2014-03-01	E	lbtya
160549	160549	LIBERTY GLOBAL LTD	LBTYK	G61188127	1570585	4841	517111.0	P	05	LC	90866	45301	2014-03-01	E	lbtyk
160549	160549	LIBERTY GLOBAL LTD	LBTYK	G61188127	1570585	4841	517111.0	P	05	LC	90866	45301	2014-03-01	E	lbtyb
160549	160549	LIBERTY GLOBAL LTD	LBTYK	G61188127	1570585	4841	517111.0	J	05	LC	90866	45301	2005-09-07	2014-02-28	lbtya
160549	160549	LIBERTY GLOBAL LTD	LBTYK	G61188127	1570585	4841	517111.0	J	05	LC	90866	45301	2005-09-07	2014-02-28	lbtyk
160549	160549	LIBERTY GLOBAL LTD	LBTYK	G61188127	1570585	4841	517111.0	J	05	LC	90866	45301	2005-09-07	2014-02-28	lbtyb
160549	160549	LIBERTY GLOBAL LTD	LBTYK	G61188127	1570585	4841	517111.0	J	02	LC	90228	45301	2004-06-08	E	lbtya
160549	160549	LIBERTY GLOBAL LTD	LBTYK	G61188127	1570585	4841	517111.0	J	02	LC	90228	45301	2004-06-08	E	lbtyk
160549	160549	LIBERTY GLOBAL LTD	LBTYK	G61188127	1570585	4841	517111.0	J	02	LC	90228	45301	2004-06-08	E	lbtyb
160549	160549	LIBERTY GLOBAL LTD	LBTYK	G61188127	1570585	4841	517111.0	J	01	LC	90227	45301	2014-03-01	E	lbtya
160549	160549	LIBERTY GLOBAL LTD	LBTYK	G61188127	1570585	4841	517111.0	J	01	LC	90227	45301	2014-03-01	E	lbtyk
160549	160549	LIBERTY GLOBAL LTD	LBTYK	G61188127	1570585	4841	517111.0	J	01	LC	90227	45301	2014-03-01	E	lbtyb
160549	160549	LIBERTY GLOBAL LTD	LBTYK	G61188127	1570585	4841	517111.0	P	01	LC	90227	45301	2004-06-08	2014-02-28	lbtya
160549	160549	LIBERTY GLOBAL LTD	LBTYK	G61188127	1570585	4841	517111.0	P	01	LC	90227	45301	2004-06-08	2014-02-28	lbtyk
160549	160549	LIBERTY GLOBAL LTD	LBTYK	G61188127	1570585	4841	517111.0	P	01	LC	90227	45301	2004-06-08	2014-02-28	lbtyb
160555	160555	TINGO GROUP INC	TIOG	55328R109	854800	4812	517.0	C	01	LC	13879	54379	2013-04-24	E	mict
160570	160570	COMMERCIAL VEHICLE GROUP INC	CVGI	202608105	1290900	3714	336390.0	P	01	LC	90314	45478	2004-08-05	E	cvgi
160571	160571	RTW RETAILWINDS INC	RTWIQ	74980D100	1211351	5621	448120.0	P	01	LC	90387	45696	2004-10-07	2020-12-31	
160598	160598	BEACON ROOFING SUPPLY INC	BECN	073685109	1124941	5030	423330.0	P	01	LC	90353	45555	2004-09-23	E	becn
160621	160621	SFL CORP LTD	SFL	G7738W106	1289877	4412	483111.0	P	01	LC	90219	45293	2004-06-17	E	sfl
160668	160668	INNOVIVA INC	INVA	45781M101	1080014	2836	325414.0	P	01	LC	90423	45728	2004-10-05	E	inva
160681	160681	HYSTER YALE INC	HY	449172105	1173514	3537	333924.0	P	02	LC	13577	28836	2012-10-01	E	hy
160684	160684	WESTLAKE CORP	WLK	960413102	1262823	2821	325211.0	P	02	LC	90312	45475	2004-08-11	E	wlk
160706	160706	DIAMONDROCK HOSPITALITY CO	DRH	252784301	1298946	6798	531120.0	P	02	LC	90680	46669	2005-05-26	E	drh
160706	160706	DIAMONDROCK HOSPITALITY CO	DRH	252784301	1298946	6798	531120.0	P	02	LC	90680	46669	2005-05-26	E	drh-pa
160739	160739	LG DISPLAY CO LTD	LPL	50186V102	1290109	3679	334419.0	P	90	LC	90266	45387	2004-07-22	E	lpl
160770	160770	MIRATI THERAPEUTICS INC	MRTX	60468T105	1576263	2836	325414.0	P	01	LC	14054	54484	2013-07-15	2024-01-31	mrtx
160776	160776	SIGNATURE BANK/NY	SBNY	82669G104	1288784	6020	522110.0	P	01	LC	90090	44999	2004-03-23	E	sbny
160776	160776	SIGNATURE BANK/NY	SBNY	82669G104	1288784	6020	522110.0	P	01	LC	90090	44999	2004-03-23	E	sbnyp
160779	160779	CENTERRA GOLD INC	CGAU	152006102	1854640	1040	212220.0	P	01	LC	20913	58178	2021-04-15	E	cgau
160785	160785	PURSUIT ATTRC AND HSPTLY INC	PRSU	92552R406	884219	7389	561920.0	P	01	LC	19721	20851	2004-07-01	E	vvi
160809	160809	CYCLACEL PHARMACEUTICALS	CYCC	23254L801	1130166	2836	325414.0	P	01	LC	90098	45005	2006-03-28	E	cycc
160809	160809	CYCLACEL PHARMACEUTICALS	CYCC	23254L801	1130166	2836	325414.0	P	01	LC	90098	45005	2006-03-28	E	cyccp
160855	160855	51JOB INC	JOBS	316827104	1295484	7361	541612.0	P	90	LC	90361	45562	2004-09-29	2022-05-31	
160888	160888	MONOLITHIC POWER SYSTEMS INC	MPWR	609839105	1280452	3674	334413.0	P	01	LC	90455	45879	2004-11-19	E	mpwr
160891	160891	ACCESS NATIONAL CORP	ANCX	004337101	1176316	6020	522110.0	P	01	LC	90274	45415	2004-07-19	2019-01-31	
160893	160893	ENERSYS	ENS	29275Y102	1289308	3690	335910.0	P	01	LC	90249	45380	2004-07-30	E	ens
160913	160913	ORMAT TECHNOLOGIES INC	ORA	686688102	1296445	4911	2211.0	P	01	LC	90444	45871	2004-11-11	E	ora
160990	160990	CUBESMART	CUBE	229663109	1298675	6798	531130.0	P	01	LC	90396	45705	2004-10-22	E	cube
160991	160991	DIGITAL REALTY TRUST INC	DLR	253868103	1297996	6798	531120.0	P	01	LC	90373	45684	2004-10-29	E	dlr
160991	160991	DIGITAL REALTY TRUST INC	DLR	253868103	1297996	6798	531120.0	P	01	LC	90373	45684	2004-10-29	E	dlr-pk
160991	160991	DIGITAL REALTY TRUST INC	DLR	253868103	1297996	6798	531120.0	P	01	LC	90373	45684	2004-10-29	E	dlr-pj
160991	160991	DIGITAL REALTY TRUST INC	DLR	253868103	1297996	6798	531120.0	P	01	LC	90373	45684	2004-10-29	E	dlr-pl
161048	161048	AMERICAN CAMPUS COMMUNITIES	ACC	024835100	1283630	6798	531110.0	P	01	LC	90300	45464	2004-08-12	2022-08-31	
161055	161055	BUILD-A-BEAR WORKSHOP INC	BBW	120076104	1113809	5945	459120.0	P	01	LC	90371	45680	2004-10-28	E	bbw
161120	161120	MACQUARIE INFRASTR HOLD LLC	MIC	55608B105	1845290	4924	221210.0	P	01	LC	90507	46026	2004-12-16	2022-07-29	
161813	161813	BLUELINX HOLDINGS INC	BXC	09624H208	1301787	5031	423310.0	P	01	LC	90496	46016	2004-12-14	E	bxc
161843	161843	MANITEX INTERNATIONAL INC	MNTX	563420108	1302028	3537	333924.0	P	01	LC	90568	46168	2005-02-15	E	mntx
161844	161844	LAS VEGAS SANDS CORP	LVS	517834107	1300514	7990	721120.0	P	01	LC	90505	46024	2004-12-15	E	lvs
161852	161852	SOTHERLY HOTELS INC	SOHO	83600C103	1301236	6798	531120.0	P	01	LC	90506	46025	2004-12-17	E	soho
161852	161852	SOTHERLY HOTELS INC	SOHO	83600C103	1301236	6798	531120.0	P	01	LC	90506	46025	2004-12-17	E	sohob
161852	161852	SOTHERLY HOTELS INC	SOHO	83600C103	1301236	6798	531120.0	P	01	LC	90506	46025	2004-12-17	E	sohoo
161852	161852	SOTHERLY HOTELS INC	SOHO	83600C103	1301236	6798	531120.0	P	01	LC	90506	46025	2004-12-17	E	sohon
161925	161925	CHINA FINANCE ONLINE CO LTD	JRJCY	169379203	1297830	6200	523130.0	C	90	LC	90412	45719	2004-10-15	E	jrjcy
161942	161942	BANKFINANCIAL CORP	BFIN	06643P104	1303942	6020	522110.0	P	01	LC	90718	46844	2005-06-24	E	bfin
161953	161953	EDUCATION REALTY TRUST INC	EDR.1	28140H203	1302343	6798	531110.0	P	01	LC	90524	46095	2005-01-26	2018-09-28	
161966	161966	ARES CAPITAL CORP	ARCC	04010L103	1287750	6797	523999.0	P	01	LC	90401	45709	2004-10-05	E	arcc
161997	161997	HURON CONSULTING GROUP INC	HURN	447462102	1289848	8742	541611.0	P	01	LC	90409	45716	2004-10-13	E	hurn
162076	162076	ARC DOCUMENT SOLUTIONS INC	ARC	00191G103	1305168	7389	561499.0	P	01	LC	90548	46146	2005-02-04	2024-11-29	arc
162127	162127	CONSOLIDATED COMM HLDGS INC	CNSL	209034107	1304421	4813	517311.0	P	01	LC	90803	47009	2005-07-22	2024-12-31	cnsl
162129	162129	MOSAIC CO	MOS	61945C103	1285785	2870	3253.0	P	01	LC	90386	45695	2004-10-25	E	mos
162146	162146	CRYOPORT INC	CYRX	229050307	1124524	3842	339113.0	P	01	LC	15506	55350	2015-07-24	E	cyrx
162160	162160	MEDICAL PROPERTIES TRUST	MPW	58463J304	1287865	6798	531120.0	C	01	LC	90790	47000	2005-07-08	E	mpw
162219	162219	OHA INVESTMENT CORP	OHAI	67091U102	1297704	6797	523910.0	P	01	LC	90456	45880	2004-11-10	2019-12-31	
162233	162233	DIGITAL ALLY INC	DGLY	25382T200	1342958	3651	334310.0	P	01	LC	92521	52918	2008-01-02	E	dgly
162254	162254	CELANESE CORP	CE	150870103	1306830	2860	325199.0	P	01	LC	90520	46091	2005-01-21	E	ce
162264	162264	NEENAH INC	NP	640079109	1296435	2621	322121.0	P	01	LC	90440	45869	2004-11-30	2022-07-29	
162293	162293	FIRST INTERNET BANCORP	INBK	320557101	1562463	6020	522110.0	P	01	LC	13797	54332	2013-02-22	E	inbk
162293	162293	FIRST INTERNET BANCORP	INBK	320557101	1562463	6020	522110.0	P	01	LC	13797	54332	2013-02-22	E	inbkz
162329	162329	FUSION TELECOMMUNICATIONS	FSNN.1	36113B400	0	4899	517919.0	P	01	LC	90556	46154	2014-06-09	2018-05-06	
162329	162329	FUSION TELECOMMUNICATIONS	FSNN.1	36113B400	0	4899	517919.0	P	01	LC	90556	46154	2005-02-15	2009-06-17	
162335	162335	PRESTIGE CONSUMER HEALTHCARE	PBH	74112D101	1295947	5122	424210.0	P	01	LC	90564	46162	2005-02-10	E	pbh
162338	162338	UNIVERSAL LOGISTICS HLDGS	ULH	91388P105	1308208	4210	4841.0	P	01	LC	90605	46287	2005-02-11	E	ulh
162346	162346	ATLANTIC POWER CORP	AT	04878Q863	1419242	4991	22111.0	P	01	LC	10201	53455	2010-07-23	2021-05-28	
162354	162354	DOLBY LABORATORIES INC	DLB	25659T107	1308547	6794	533110.0	P	01	LC	90550	46149	2005-02-17	E	dlb
162385	162385	WEX INC	WEX	96208T104	1309108	7389	522320.0	P	01	LC	90569	46169	2005-02-16	E	wex
162386	162386	GUE LIQ COS INC	FTDCQ	36257V105	1575360	5961	454110.0	P	01	LC	90554	46152	2005-02-09	2008-08-26	
162386	162386	GUE LIQ COS INC	FTDCQ	36257V105	1575360	5961	454110.0	P	02	LC	14247	54607	2013-11-01	2019-12-31	
162387	162387	TEEKAY LNG PARTNERS LP	TGP	Y8564M105	1308106	4412	483111.0	P	01	LC	90703	46689	2005-05-05	2022-01-31	seal-pa
162387	162387	TEEKAY LNG PARTNERS LP	TGP	Y8564M105	1308106	4412	483111.0	P	01	LC	90703	46689	2005-05-05	2022-01-31	seal-pb
162400	162400	XPEL INC	XPEL	98379L100	1767258	3714	336390.0	C	01	LC	18856	56838	2019-07-19	E	xpel
162401	162401	HUNTSMAN CORP	HUN	447011107	1307954	2860	3251.0	P	01	LC	90558	46156	2005-02-11	E	hun
162404	162404	LHC GROUP INC	LHCG	50187A107	1303313	8082	621610.0	P	01	LC	90734	46857	2005-06-09	2023-02-28	lhcg
162449	162449	EXLSERVICE HOLDINGS INC	EXLS	302081104	1297989	7374	518210.0	P	01	LC	91500	51308	2006-10-20	E	exls
162453	162453	AEMETIS INC	AMTX	00770K202	738214	2860	325193.0	P	01	LC	14689	54882	2014-06-06	E	amtx
162459	162459	HIGHPOINT RESOURCES CORP	HPR	43114K207	1725526	1311	2111.0	P	01	LC	90494	46014	2004-12-10	2021-04-30	
162501	162501	OTELCO INC	OTEL	688823301	1288359	4813	517311.0	P	05	LC	13938	46028	2013-05-28	2021-03-31	
162557	162557	UNITED FINANCIAL BANCORP INC	UBNK	910304104	1501364	6036	522120.0	P	01	LC	90711	46695	2005-05-23	2019-10-31	
162559	162559	LAZARD INC	LAZ	52110M109	1311370	6282	523940.0	C	01	LC	90701	46687	2005-05-05	E	laz
162560	162560	AXOS FINANCIAL INC	AX	05465C100	1299709	6035	522180.0	P	01	LC	90634	46441	2005-03-15	E	ax
162585	162585	SUNESIS PHARMACEUTICALS INC	SNSS	867328874	0	2834	325412.0	P	01	LC	90907	47447	2005-09-27	2021-02-24	
162701	162701	NOVELIS INC	HND1	67099U005	1304280	3350	331315.0	P	01	LC	90528	46098	2005-01-19	2007-05-14	
